timestamp,funding_time,price,sma_150_8h,funding_rate,signal,equity,cum_ret_pct,drawdown_pct
2026-08-19T10:21:12.214428+00:00,2026-07-31 16:00:00+00:00,62859.9,68139.474,5.664e-05,FLAT,119469.71869941338,19.469718699413384,2.062315574363242
